Artist,Streams,Daily,As lead,Solo,As feature
Old Dominion,2283.8,1.282,2239.1,2219.1,44.7
Tina Turner,2276.8,1.39,1835.7,1655.0,441.1
Roxette,2273.2,1.332,2255.1,2226.1,18.1
Jon Z,2269.6,1.443,977.2,222.2,1292.4
Ana Castela,2269.1,8.516,609.8,303.4,1659.2
Sade,2268.4,1.903,2268.4,2242.8,
Chayanne,2267.9,1.671,2257.5,2062.0,10.4
Salaam Remi,2264.4,1.026,55.5,,2209.0
Otis Redding,2260.0,1.267,2049.9,2008.6,210.1
Louis Armstrong,2259.5,1.159,1700.3,1421.9,559.1
D-Block Europe,2251.7,1.622,1958.4,984.8,293.2
Rvssian,2246.6,0.899,1338.0,0.1,908.6
Men At Work,2245.4,0.91,2244.2,2244.2,1.2
Tori Kelly,2245.3,0.76,1614.2,1046.9,631.0
Ella Fitzgerald,2239.3,0.821,2164.5,1017.5,74.7
AURORA,2236.5,1.61,2140.3,2058.8,96.1
J Alvarez,2229.4,1.302,1299.9,632.2,929.4
ENHYPEN,2229.0,3.774,2229.0,2198.8,
Incubus,2228.6,1.041,2225.4,2223.8,3.2
Paul Simon,2228.6,1.002,2057.3,1945.4,171.3
Guaynaa,2227.9,0.734,704.7,323.0,1523.2
Hugh Jackman,2226.4,0.658,1550.8,1.8,675.6
The Who,2223.3,1.018,2223.3,2188.5,
Sufjan Stevens,2223.2,1.078,2147.2,2059.1,76.0
Snow Patrol,2217.1,0.89,2217.1,2149.0,
Trevor Daniel,2207.5,0.596,2077.1,1763.5,130.4
Jung Kook,2206.5,12.408,1406.5,369.6,800.0
PLK,2204.1,1.714,1600.4,1150.7,603.7
Moby,2203.5,0.941,1844.1,1574.3,359.4
Thiaguinho,2201.8,1.305,1867.6,1649.2,334.2
Vampire Weekend,2201.8,0.69,2201.8,2083.5,
Cris Mj,2201.0,2.942,1582.9,970.1,618.1
Nipsey Hussle,2199.0,0.829,1843.5,725.8,355.5
Nile Rodgers,2198.2,1.564,32.2,3.6,2165.9
Olly Murs,2195.6,0.606,2139.2,996.5,56.4
Neha Kakkar,2194.5,1.962,745.0,50.5,1449.6
MC Kevin o Chris,2189.7,4.745,1473.6,599.1,716.0
Empire of the Sun,2186.6,1.568,1848.1,1726.3,338.5
L7NNON,2186.6,1.708,1141.5,428.2,1045.1
Los Enanitos Verdes,2179.9,1.75,2062.7,2061.8,117.2
Alka Yagnik,2175.3,3.847,782.1,121.7,1393.2
Sandro Cavazza,2169.9,0.791,307.0,155.7,1862.9
Beach House,2167.6,1.642,2167.6,2167.6,
MC Hariel,2166.3,2.313,1043.6,509.7,1122.8
Lionel Richie,2164.6,1.252,2153.7,1695.2,10.9
PinkPantheress,2160.8,4.139,2074.9,1348.4,86.0
OMI,2160.6,0.617,2022.1,1825.0,138.5
Canserbero,2160.4,2.531,2093.0,1704.8,67.4
Kungs,2159.3,1.639,1989.0,474.2,170.3
Hippie Sabotage,2156.5,0.905,1553.1,1552.9,603.4
fun.,2155.4,0.861,2114.3,1090.8,41.1
Maes,2154.8,1.066,1498.2,940.3,656.6
OFFICIAL HIGE DANDISM,2151.6,1.464,2151.1,2151.1,0.6
Falling In Reverse,2150.5,1.727,2150.5,2141.3,
Bomba EstÃ©reo,2149.6,1.572,905.6,544.8,1244.0
MAGIC!,2148.5,0.817,1895.3,1757.6,253.2
James TW,2146.1,0.505,2134.9,2133.4,11.2
DENNIS,2143.9,1.631,1762.6,10.4,381.3
Gustavo Cerati,2143.4,1.543,1922.2,1842.4,221.3
Yxng Bane,2141.0,0.358,397.7,239.3,1743.3
Badshah,2139.3,2.733,1471.9,208.9,667.4
Boney M.,2138.2,1.325,1589.9,1521.8,548.3
Greeicy,2134.2,1.024,1237.3,521.3,896.9
The Jackson 5,2132.0,0.713,2118.8,2111.0,13.2
Soolking,2130.0,1.961,1480.5,659.6,649.5
Kelly Rowland,2129.3,0.965,661.5,222.7,1467.8
Diego & Victor Hugo,2127.2,1.726,1878.3,883.2,249.0
Seether,2125.2,1.027,2125.2,1865.5,
Hungria Hip Hop,2125.0,1.995,1808.2,1301.8,316.8
Mike Perry,2123.1,0.754,1790.3,141.7,332.8
NCT 127,2120.5,0.896,1959.5,1946.7,161.0
Wallows,2114.1,1.143,2114.1,1405.0,
Brett Young,2112.8,0.907,1979.6,1915.9,133.2
Yusuf / Cat Stevens,2111.6,1.247,2111.4,2111.3,0.2
ITZY,2107.5,1.84,2076.2,2051.2,31.4
Sara Bareilles,2105.8,0.625,1987.8,1916.3,118.0
deadmau5,2105.2,0.91,1762.9,857.7,342.4
JesÃºs AdriÃ¡n Romero,2085.1,1.616,1983.8,1678.7,101.4
Selena,2083.3,1.257,2067.1,2026.4,16.2
Ofenbach,2082.7,0.979,1753.9,438.0,328.8
Tulus,2079.6,2.752,1954.5,1954.5,125.1
Lalo Ebratt,2078.1,0.556,571.8,3.5,1506.4
Cyndi Lauper,2077.8,1.346,2063.0,2047.0,14.8
Bunbury,2075.5,1.193,1537.5,1030.2,538.0
Dynoro,2072.6,0.72,1742.4,107.4,330.2
$NOT,2072.3,1.065,1517.3,790.0,555.0
Dread Mar I,2071.4,1.582,1871.7,1871.7,199.7
Kina,2070.1,0.737,2027.8,286.6,42.3
TLC,2069.4,1.034,1797.1,1786.1,272.4
Bing Crosby,2065.9,0.17,2029.5,1097.3,36.4
Kevin Kaarl,2063.5,2.189,2036.2,2028.9,27.3
Pierce The Veil,2060.2,1.706,2053.8,1623.5,6.4
Leona Lewis,2059.7,0.577,1798.2,1742.1,261.5
Chris Young,2053.9,0.716,2037.9,1596.3,16.0
Vishal-Shekhar,2053.3,2.935,1907.7,4.6,145.7
Camila,2053.3,1.383,2031.2,1879.7,22.1
Beastie Boys,2043.6,1.208,2043.6,1934.6,
Cristian Castro,2043.3,1.197,1870.9,1700.6,172.4
Fabolous,2039.0,0.662,1294.7,225.3,744.3
Tracy Chapman,2038.9,1.239,1952.3,1941.3,86.7
Sam Hunt,2030.8,1.023,1824.4,1823.9,206.4
NCT DREAM,2030.1,2.091,1960.1,1879.2,70.0
Digital Farm Animals,2027.4,0.33,322.0,10.4,1705.4
Sid Sriram,2027.2,2.813,1209.8,557.8,817.4
UZI,2026.2,2.206,1511.8,1219.9,514.4
Nina Simone,2024.5,0.921,2023.2,1882.4,1.3
MKTO,2024.4,0.671,2006.0,1962.6,18.4
Lenny Kravitz,2022.6,1.128,1948.6,1939.6,74.0
The Score,2022.6,0.978,2022.6,1905.5,
Mari Fernandez,2016.8,2.729,1087.9,473.9,928.9
Tom Walker,2014.8,0.724,1787.2,1522.5,227.6
BoyWithUke,2013.3,2.03,2000.5,1663.6,12.8
Gloria Trevi,2012.9,1.535,1857.6,1563.8,155.3
Pink Sweat$,2012.8,1.032,1832.7,1543.5,180.1
Guilherme & Benuto,2012.3,2.716,1767.4,777.9,244.9
AndrÃ©s Calamaro,2012.1,1.145,1463.2,1406.4,548.9
Lennon Stella,2010.9,0.5,912.5,648.6,1098.4
Amitabh Bhattacharya,2010.5,6.543,32.0,3.6,1978.6
KALEO,2007.3,1.404,2007.3,2007.3,
Ronnie Flex,2004.4,0.609,712.4,167.8,1292.0
Evaluna Montaner,2004.2,0.866,88.5,45.2,1915.7
Max Richter,2004.2,0.841,2003.6,1110.1,0.6
Bo Burnham,2003.7,1.0,2003.7,2003.7,
Bullet For My Valentine,2001.8,0.836,1995.8,1989.2,6.0
Tion Wayne,2000.8,0.931,959.3,94.4,1041.5
Tom Grennan,1996.7,1.524,1367.7,1340.6,629.1
Billy Ray Cyrus,1996.6,0.481,213.6,189.1,1783.0
ZZ Top,1995.9,1.166,1995.7,1992.3,0.2
Geolier,1994.4,2.571,959.6,557.0,1034.7
The National,1993.3,0.855,1854.9,1794.6,138.4
Latto,1991.4,10.856,879.3,488.3,1112.1
Ella Eyre,1990.5,0.84,635.6,586.0,1354.9
Fivio Foreign,1990.3,1.006,557.7,193.1,1432.6
Hombres G,1989.8,1.555,1982.6,1833.7,7.2
Martin Solveig,1989.0,0.464,1461.0,103.6,528.1
Freddie Dredd,1985.2,1.772,1883.9,1749.1,101.3
Blur,1984.3,1.382,1984.3,1978.5,
Arcade Fire,1982.9,0.634,1982.9,1916.6,
Tinie Tempah,1982.6,0.726,1245.5,179.4,737.2
KSHMR,1981.6,0.646,963.5,99.0,1018.1
Angus & Julia Stone,1981.0,0.634,1915.7,1889.4,65.2
KAYTRANADA,1980.6,1.353,1474.6,181.6,506.0
Dennis Lloyd,1979.0,0.698,1836.0,1675.9,143.0
KSI,1977.5,0.432,1650.5,455.1,327.0
Gesaffelstein,1970.6,1.92,936.0,187.7,1034.6
Lykke Li,1970.4,1.012,1783.3,1218.5,187.1
Kiiara,1968.6,0.264,1130.8,895.7,837.8
Pabllo Vittar,1968.1,0.758,1269.8,765.7,698.3
Gazo,1963.0,3.591,1064.4,671.0,898.6
Bronco,1963.0,1.809,1917.8,1731.8,45.2
Laura Pausini,1962.5,1.032,1868.9,1591.2,93.6
TV Girl,1961.2,4.509,1904.1,1904.1,57.1
Brooks & Dunn,1960.9,1.217,1768.7,1399.9,192.2
Lil Dicky,1958.3,0.307,1864.4,491.9,93.9
Cuco,1956.6,1.131,1871.3,1438.5,85.3
Mr. Probz,1956.5,0.52,1570.8,547.6,385.7
JoaquÃ­n Sabina,1955.0,0.781,1670.9,1610.0,284.2
Boef,1953.4,0.69,1079.2,590.1,874.2
Lupe Fiasco,1953.1,0.75,1621.6,651.7,331.5
Cody Johnson,1953.0,1.922,1876.8,1831.7,76.2
Quality Control,1953.0,0.64,1952.5,,0.5
Jacquees,1952.4,0.838,1364.5,751.8,587.8
Pixies,1951.1,1.366,1951.1,1951.1,
Rkomi,1948.3,1.124,1327.4,441.9,620.9
CHVRCHES,1947.4,0.464,1288.6,1160.6,658.8
*NSYNC,1947.3,0.716,1920.9,1883.0,26.5
Arcane,1947.1,1.361,45.0,27.7,1902.1
Emeli SandÃ©,1939.9,0.425,1178.4,1105.0,761.5
RÃFÃS DU SOL,1938.0,1.337,1911.4,1698.9,26.6
CafÃ© Tacvba,1932.6,1.106,1736.6,1732.2,196.0
T3R Elemento,1930.6,1.03,1617.6,1146.4,312.9
Lauren Daigle,1929.6,1.055,1815.3,1790.5,114.3
Banda Los Recoditos,1928.0,1.035,1905.7,1859.7,22.3
Andrea Bocelli,1927.7,0.889,1210.8,512.7,716.9
Eros Ramazzotti,1927.6,1.193,1734.1,1536.3,193.5
BÃRNS,1927.1,1.017,1908.4,1859.2,18.8
Lary Over,1926.5,0.77,638.2,98.4,1288.3
Audioslave,1923.4,0.974,1923.4,1923.4,
CKay,1916.7,1.215,1862.0,1019.3,54.7
KK,1914.5,3.557,967.9,702.5,946.6
MadeinTYO,1914.1,0.319,1224.5,679.9,689.6
Toby Keith,1914.0,1.112,1887.2,1711.2,26.8
Gym Class Heroes,1913.4,1.201,1913.4,607.5,
Ryan Castro,1908.5,5.432,1473.0,952.2,435.4
ONE OK ROCK,1907.5,1.418,1907.5,1801.4,
Frenna,1907.1,0.477,1051.1,222.4,856.0
Janelle MonÃ¡e,1906.7,1.033,800.2,475.7,1106.5
Sage The Gemini,1905.8,0.42,1037.8,521.5,868.0
The Greatest Showman Ensemble,1901.3,0.536,3.7,3.7,1897.6
Megadeth,1898.0,1.485,1893.3,1880.9,4.7
Tom Petty,1897.5,1.191,1866.3,1865.3,31.3
Tungevaag,1893.8,0.634,1212.4,331.2,681.5
Grupo Menos Ã Mais,1892.7,2.938,1591.8,785.6,301.0
Dance Fruits Music,1890.9,0.734,1438.1,517.9,452.8
John Denver,1890.8,1.001,1888.3,1763.8,2.5
KC Rebell,1888.1,0.34,1411.2,452.9,476.9
Yellow Claw,1886.5,0.393,1590.3,259.1,296.2
Marca MP,1884.9,1.169,1589.3,1363.4,295.6
ZÃ© Felipe,1883.6,1.255,1540.9,451.5,342.8
Shiva,1881.4,2.186,1281.0,675.1,600.4
Majid Jordan,1881.4,0.775,827.8,530.3,1053.5
Alvaro Soler,1881.1,0.716,1575.3,1191.8,305.9
City Girls,1879.5,0.761,951.6,579.3,927.9
Ben&Ben,1879.0,1.048,1814.5,1695.4,64.5
Filipe Ret,1878.5,2.162,1635.3,197.1,243.2
UB40,1878.5,0.99,1856.8,1710.6,21.7
Aitch,1878.4,0.816,883.6,374.7,994.8
42 Dugg,1878.2,1.365,765.9,270.7,1112.4
Dardan,1875.9,1.278,1396.7,705.5,479.2
Lil Tracy,1873.9,1.293,260.0,232.5,1614.0
Tedua,1872.8,2.015,1186.1,216.3,686.7
Robin Thicke,1871.7,0.473,1321.6,395.7,550.1
Kate Bush,1870.8,1.093,1870.8,1870.8,
Will Smith,1869.3,0.758,1397.7,1269.5,471.5
Spice Girls,1868.6,1.004,1868.6,1860.9,
Olexesh,1866.8,0.679,974.9,496.3,891.9
Jimin,1866.3,6.155,1496.5,1194.4,369.7
Brantley Gilbert,1865.0,0.853,1732.5,1446.0,132.5
Foreigner,1861.6,1.264,1861.6,1853.5,
M.I.A.,1861.1,0.918,1404.9,1284.3,456.2
Micro TDH,1860.5,1.22,1009.4,588.4,851.1
Djadja & Dinaz,1857.4,1.263,1857.4,1822.1,
Icona Pop,1855.3,0.68,1364.2,491.7,491.1
Cordae,1854.5,1.307,1383.7,827.4,470.8
Lil Kleine,1853.8,0.464,1173.6,580.2,680.2
Ashnikko,1851.7,1.275,1791.4,1012.0,60.3
RÃ­o Roma,1848.4,0.912,1787.1,1083.5,61.3
Dove Cameron,1848.4,1.384,1700.5,737.0,147.8
Natiruts,1847.5,0.912,1742.1,1243.2,105.5
Talking Heads,1841.7,0.993,1841.7,1810.9,
Jordan Davis,1840.2,2.316,1804.1,1418.8,36.1
Lenin RamÃ­rez,1838.1,1.16,1520.0,451.7,318.1
C.R.O,1838.1,1.764,964.1,541.3,874.0
Turma do Pagode,1838.0,1.197,1756.9,1201.7,81.1
Raekwon,1833.8,0.855,213.5,39.8,1620.3
Sezen Aksu,1831.6,2.042,1755.4,1713.2,76.2
Cash Cash,1831.0,0.364,1435.0,119.4,396.1
Purple Disco Machine,1830.9,1.956,1338.9,249.5,491.9
Blxst,1830.3,1.464,1058.0,454.6,772.2
ZHU,1828.0,0.492,1586.3,869.6,241.7
Marc E. Bassy,1825.9,0.253,1144.0,452.1,681.9
Wu-Tang Clan,1825.2,0.891,1724.6,127.0,100.6
Counting Crows,1824.6,1.018,1819.5,1618.6,5.2
Ultimo,1823.5,0.846,1729.2,1718.5,94.3
Melim,1821.6,0.813,1554.4,1455.0,267.2
Sorriso Maroto,1819.1,1.244,1338.2,1103.5,480.9
Pouya,1816.9,1.047,733.2,412.8,1083.7
Ramin Djawadi,1812.3,0.593,1810.6,1707.7,1.8
Mainstreet,1812.1,2.184,17.2,,1794.9
Simone & Simaria,1810.3,0.476,1221.4,734.3,588.9
Bausa,1809.7,1.181,993.6,659.2,816.1
Descemer Bueno,1809.3,0.602,57.6,2.7,1751.7
Night Lovell,1809.1,0.885,1551.6,1338.1,257.6
Johann Sebastian Bach,1805.4,2.433,1803.0,,2.4
Fat Joe,1805.0,0.664,1473.6,58.7,331.4
Ruel,1803.8,0.674,1602.7,1545.3,201.1
Soulja Boy,1803.7,0.987,1486.0,867.2,317.7
Yuvan Shankar Raja,1803.4,2.744,1586.4,302.9,217.0
Brad Paisley,1803.2,0.563,1772.2,1309.8,31.1
Snakehips,1799.8,0.377,1563.6,4.0,236.2
Darshan Raval,1798.9,4.581,1333.6,1032.8,465.3
Jack Ã,1794.8,0.278,1757.4,,37.4
Taco Hemingway,1792.4,1.187,1067.4,736.4,725.1
JoÃ£o Gomes,1792.3,1.219,1441.2,1213.8,351.1
Franco De Vita,1792.3,1.016,1633.8,1017.8,158.5
Manu Chao,1791.7,1.629,1716.8,1649.2,74.9
Ricardo Montaner,1790.1,0.832,1663.8,1464.4,126.3
Simone Sommerland,1789.8,1.347,1783.6,,6.2
Kidd Keo,1789.6,1.179,1640.0,1143.0,149.7
Grimes,1788.5,1.007,1560.9,1292.9,227.6
GoldLink,1787.9,0.651,1386.9,151.8,401.1
TarcÃ­sio do Acordeon,1787.2,1.611,920.0,621.5,867.2
Jelly Roll,1786.0,2.644,1482.3,982.5,303.7
Orelsan,1785.5,0.74,1578.8,1187.7,206.6
Gavin James,1785.3,0.265,1316.4,1037.5,468.9
Kris Kross Amsterdam,1782.5,0.657,1069.3,,713.2
Cher,1781.8,0.916,1731.5,1642.9,50.3
Karsten GlÃ¼ck,1781.8,1.39,7.1,7.1,1774.7
Supertramp,1781.0,,1781.0,1778.7,
Alina Baraz,1779.7,0.6,1671.8,446.7,107.9
Maxwell,1777.6,0.52,287.8,57.3,1489.8
Pantera,1776.5,1.203,1776.5,1776.5,
Die Kita-FrÃ¶sche,1774.9,1.373,,,1774.9
Cole Swindell,1774.7,1.057,1745.5,1560.8,29.2
Moira Dela Torre,1770.8,0.787,1447.2,1078.9,323.6
Gotye,1770.4,0.888,1764.5,220.4,5.8
Xand AviÃ£o,1769.3,0.922,775.0,470.7,994.3
Daveed Diggs,1767.5,0.749,221.7,1.3,1545.9
Shoreline Mafia,1761.2,0.744,1595.8,616.1,165.4
Jamie Foxx,1759.6,0.966,438.0,84.1,1321.6
Earl Sweatshirt,1759.2,1.038,1079.0,586.4,680.2
AlunaGeorge,1758.3,0.397,440.6,212.6,1317.7
Koba LaD,1758.3,0.632,1331.1,695.9,427.1
HAIM,1758.0,0.905,1247.4,1142.0,510.6
Lomepal,1757.5,0.779,1644.4,1316.8,113.1
Young Nudy,1754.5,1.839,1081.5,512.8,673.0
Matisse,1752.6,0.83,1541.9,819.5,210.7
Fonseca,1751.9,0.962,1376.5,1059.1,375.3
Jenni Rivera,1751.1,1.048,1712.2,1542.9,39.0
Blondie,1750.1,1.278,1749.8,1737.4,0.4
Tom Petty and the Heartbreakers,1749.9,1.007,1690.7,1681.2,59.1
Kimbra,1749.1,0.894,157.1,150.4,1591.9
Dustin Lynch,1749.0,0.891,1733.6,1439.8,15.4
TOOL,1748.1,1.107,1748.1,1748.1,
RADWIMPS,1747.0,1.506,1743.4,1525.4,3.6
d4vd,1746.1,3.952,1742.6,1727.8,3.6
AngÃ¨le,1745.0,0.737,1278.8,1026.5,466.2
Estopa,1742.8,0.966,1565.9,1411.5,176.9
Ratatat,1741.8,0.666,426.9,425.3,1314.9
Kaskade,1739.5,0.693,1221.8,288.3,517.7
Udit Narayan,1736.3,3.058,761.0,123.1,975.3
Bruno Martini,1729.3,0.584,380.8,42.6,1348.5
FINNEAS,1728.9,0.987,1452.3,1449.7,276.6
Eurythmics,1724.2,0.962,1709.7,8.0,14.5
John Martin,1722.4,0.906,107.3,91.2,1615.2
Lucenzo,1721.2,1.395,1714.7,291.2,6.5
Blessd,1721.1,2.94,1320.9,293.5,400.2
Alanis Morissette,1720.0,0.827,1697.1,1684.1,22.9
ATEEZ,1719.8,1.833,1707.2,1698.7,12.5
LSD,1718.1,0.622,,,1718.1
Chris Jedi,1716.2,0.781,1333.9,,382.2
Beck,1715.5,0.709,1571.4,1535.6,144.1
Riton,1714.4,0.815,1652.1,2.0,62.3
RIN,1713.4,0.555,1476.9,1275.9,236.5
The Temptations,1712.8,0.569,1670.0,1663.6,42.8
Tems,1712.3,2.319,532.5,456.9,1179.8
Kidz Bop Kids,1711.3,0.826,1711.3,1711.0,
Selena Gomez & The Scene,1709.9,1.219,1709.9,1699.0,
grandson,1708.7,0.695,1556.2,1398.0,152.6
MC Cabelinho,1708.0,3.046,1145.2,47.9,562.7
The All-American Rejects,1703.0,0.51,1703.0,1703.0,
Kenshi Yonezu,1702.4,1.761,1577.6,1502.0,124.9
PEDRO SAMPAIO,1701.2,0.954,1334.8,456.7,366.4
Kid Rock,1700.6,0.809,1506.0,1285.7,194.6
LISA,1700.4,3.699,1348.3,1348.3,352.1
White 2115,1700.3,1.444,822.5,653.8,877.8
DRAM,1699.5,0.294,1216.4,223.1,483.1
Jarabe De Palo,1697.9,0.866,1664.4,1507.6,33.5
BeÃ©le,1697.6,2.639,357.6,276.3,1340.1
Lindsey Stirling,1697.5,0.516,1353.1,1133.8,344.3
Tego CalderÃ³n,1697.2,1.479,896.3,706.8,800.9
Dreamville,1696.2,1.003,1547.0,,149.2
YBN Nahmir,1696.1,0.515,1213.3,859.0,482.8
INNA,1695.5,1.356,1272.1,786.2,423.4
WOS,1695.4,1.322,1517.3,1401.2,178.1
August Alsina,1694.8,0.32,1081.0,479.5,613.8
Waka Flocka Flame,1693.2,0.627,1130.4,212.2,562.9
I Prevail,1692.4,0.992,1637.6,1452.8,54.8
Ke Personajes,1691.8,5.138,1166.6,864.4,525.2
Chicago,1691.0,1.042,1691.0,1687.3,
Bryce Vine,1689.8,0.617,1407.0,1046.5,282.8
88rising,1688.6,0.697,1498.8,,189.9
Nanpa BÃ¡sico,1688.4,1.361,1174.4,627.5,513.9
Stephen Sanchez,1688.0,2.79,1688.0,1005.4,
Ed Maverick,1685.7,1.183,1539.0,1343.1,146.7
Maggie Lindemann,1685.3,0.426,1395.2,470.2,290.1
Godsmack,1685.1,0.904,1685.1,1685.1,
Upchurch,1683.4,0.016,1625.6,1186.2,57.8
Leo Santana,1682.8,1.029,1052.8,541.8,630.0
JP Saxe,1682.5,0.743,1595.3,372.6,87.3
James Taylor,1681.9,0.8,1507.0,1473.4,174.9
A Tribe Called Quest,1679.1,0.891,1678.3,1237.6,0.8
Billy Currington,1678.3,0.793,1631.3,1623.3,47.0
Miguel BosÃ©,1676.6,0.94,1488.1,1040.3,188.6
Brando,1675.5,0.824,218.6,160.1,1456.8
Sam Cooke,1675.0,0.896,1669.6,1621.8,5.4
Duke Dumont,1674.4,0.648,1650.2,812.3,24.2
Def Leppard,1672.1,1.072,1664.8,1653.0,7.3
Craig David,1671.5,0.512,1345.1,882.4,326.3
Los Legendarios,1671.4,0.407,637.9,,1033.5
Caifanes,1671.2,1.333,1671.2,1671.2,
Juanka,1670.5,0.849,149.7,68.7,1520.8
RocÃ­o DÃºrcal,1669.2,1.334,1618.7,1253.6,50.4
Darius Rucker,1669.0,0.992,1605.0,1559.9,64.0
Tom Misch,1665.9,0.786,1275.6,434.8,390.4
J Hus,1663.6,1.487,1231.7,807.7,432.0
Shiloh Dynasty,1663.3,1.672,182.8,3.0,1480.5
Alle Farben,1662.4,0.609,1182.9,166.6,479.6
Masego,1661.3,0.962,1293.8,437.0,367.5
Thundercat,1661.2,1.317,1096.9,874.4,564.3
Jake Owen,1659.5,0.598,1604.3,1564.4,55.2
Bas,1658.5,0.629,791.6,136.4,866.9
SYML,1658.4,1.379,1594.9,1513.7,63.4
INXS,1658.3,1.239,1639.1,1630.4,19.2
FrÃ©dÃ©ric Chopin,1656.8,0.779,1655.2,,1.6
Smokepurpp,1656.6,0.237,1175.2,531.7,481.5
PolimÃ¡ Westcoast,1655.4,1.079,1052.5,50.2,602.8
Showtek,1650.7,0.376,604.5,116.5,1046.2
NOTD,1649.1,0.569,1412.5,,236.5
Cypress Hill,1648.2,0.867,1629.5,1316.4,18.7
Petit Biscuit,1647.7,0.365,1580.2,1243.6,67.5
Paloma Faith,1647.0,0.866,1194.6,1051.1,452.3
Dillon Francis,1646.4,0.482,1159.7,98.6,486.7
Duran Duran,1646.3,1.013,1646.3,1613.5,
ValentÃ­n Elizalde,1645.4,1.019,1641.3,1622.5,4.1
Soundgarden,1644.3,0.85,1644.3,1639.7,
AP Dhillon,1644.2,4.701,1554.8,319.0,89.4
Azet,1643.9,1.108,1270.6,502.8,373.3
Orochi,1640.1,1.535,1164.5,20.6,475.6
XamÃ£,1638.9,1.289,788.7,5.2,850.2
Mc Livinho,1638.3,1.681,1227.4,268.9,410.9
HONNE,1634.7,0.46,1542.3,851.0,92.4
Novo Amor,1632.0,1.484,1629.8,1282.1,2.3
Yelawolf,1631.5,0.627,1344.0,935.7,287.5
Young the Giant,1630.4,0.873,1630.4,1622.1,
BENEE,1630.0,0.658,1394.3,637.8,235.7
Neil Diamond,1629.6,0.847,1627.6,1593.3,2.0
W&W,1628.3,1.711,836.8,266.7,791.5
MIKA,1627.7,0.737,1565.2,1398.9,62.6
iamjakehill,1625.8,0.748,955.7,854.8,670.1
Emilia,1622.3,3.897,880.2,295.6,742.0
Kenny Rogers,1621.9,0.762,1248.1,1052.6,373.7
Waylon Jennings,1617.0,1.014,1107.0,525.1,510.0
Headie One,1616.1,0.644,1051.4,292.2,564.7
No Doubt,1615.1,0.895,1614.7,1477.6,0.4
Coez,1611.1,0.88,1051.8,974.2,559.4
London Grammar,1609.9,0.589,1352.4,1245.2,257.5
Khruangbin,1608.9,1.469,1519.1,1090.5,89.8
The Head And The Heart,1608.7,0.568,1608.7,1608.7,
Virlan Garcia,1608.3,1.047,1575.4,1463.1,32.9
Emmanuel,1608.3,0.929,1561.3,1459.0,46.9
Ice Spice,1607.5,6.474,649.1,450.6,958.4
YSY A,1606.4,1.613,1030.8,395.4,575.5
Carpenters,1605.3,0.775,1605.3,1540.9,
The Living Tombstone,1603.7,1.532,1598.6,1062.3,5.1
William Singe,1602.7,0.324,601.6,585.9,1001.1
Matchbox Twenty,1602.4,0.928,1602.4,1601.8,
Jamiroquai,1599.5,0.805,1589.3,1531.7,10.2
"Tito ""El Bambino""",1599.0,1.152,1306.6,550.8,292.4
Damian Marley,1598.4,0.734,888.1,476.6,710.3
Jack & Jack,1596.5,0.26,663.7,660.5,932.9
GROUPLOVE,1595.6,0.569,1575.6,1552.9,20.0
Jimmy Eat World,1595.5,0.961,1595.5,1571.7,
Nicky Romero,1594.9,0.424,765.0,230.5,829.9
Omar Varela,1593.8,0.869,26.8,2.5,1567.0
Keala Settle,1593.5,0.444,805.5,17.3,788.0
Anthony Ramos,1592.9,0.522,91.6,79.6,1501.3
Ana Gabriel,1592.3,1.322,1556.1,1489.7,36.2
Air Supply,1588.8,1.078,1588.1,1580.9,0.7
Los Fabulosos Cadillacs,1588.7,0.926,1585.8,1585.8,2.9
Julio Iglesias,1584.3,1.059,1489.6,1235.2,94.7
Fuse ODG,1584.1,0.43,334.9,95.0,1249.2
Bedoes 2115,1583.0,0.877,880.6,17.3,702.4
Agust D,1579.9,2.235,1579.9,1061.3,
Jim Croce,1578.4,1.29,1578.4,1578.4,
Los AutÃ©nticos Decadentes,1577.9,0.764,1537.0,923.9,40.9
Genesis,1575.9,0.93,1575.9,1569.5,
Belinda,1574.8,0.762,336.5,312.6,1238.2
Masked Wolf,1574.7,0.683,1511.9,1288.7,62.8
Sofi Tukker,1574.1,0.829,1168.4,674.1,405.7
Josh A,1573.6,0.498,1500.3,600.1,73.3
Ghostface Killah,1573.5,0.632,234.8,54.1,1338.7
Coolio,1571.4,1.149,1567.4,121.5,4.0
The Wombats,1571.2,0.473,1551.1,1441.9,20.1
American Authors,1570.1,0.69,1554.1,1513.6,16.1
El Komander,1566.5,1.447,1536.5,1446.4,30.0
Kenny Loggins,1566.5,0.85,1528.4,1480.5,38.1
Mr Eazi,1565.0,0.458,498.1,153.5,1066.9
Maite Perroni,1564.8,1.22,337.9,73.5,1226.9
Rusherking,1562.8,3.041,661.7,138.7,901.1
Yo-Yo Ma,1562.7,0.69,17.7,6.6,1545.1
Ãejo,1561.6,1.712,528.4,158.9,1033.2
j-hope,1561.1,2.001,1455.6,1091.0,105.5
Foals,1560.4,0.499,1541.5,1446.4,18.9
Bushido,1560.0,0.394,1370.6,786.6,189.5
Survivor,1558.5,0.884,1558.5,1558.5,
HARDY,1558.3,2.377,1190.1,779.6,368.2
Elderbrook,1558.1,1.025,871.5,547.0,686.6
Los Plebes del Rancho de Ariel Camacho,1558.0,0.713,1539.8,1298.7,18.2
Disciples,1556.7,0.451,381.3,286.6,1175.3
